frame,id,x,y,image_index,map,seed
48,33,423,533,0,open,1000
48,34,640,531,0,open,1000
48,35,639,547,0,open,1000
48,36,562,508,0,open,1000
48,37,569,573,0,open,1000
48,38,597,571,0,open,1000
48,39,405,521,0,open,1000
49,0,166,154,0,open,1000
49,1,252,238,0,open,1000
49,2,158,94,0,open,1000
49,3,171,314,0,open,1000
49,4,144,122,0,open,1000
49,5,281,239,0,open,1000
49,6,361,151,0,open,1000
49,7,160,224,0,open,1000
49,8,386,260,0,open,1000
49,9,121,203,0,open,1000
49,10,165,279,0,open,1000
49,11,199,149,0,open,1000
49,12,100,289,0,open,1000
49,13,283,218,0,open,1000
49,14,275,286,0,open,1000
49,15,116,250,0,open,1000
49,16,205,198,0,open,1000
49,17,205,292,0,open,1000
49,18,97,287,0,open,1000
49,19,46,181,0,open,1000
49,20,534,562,0,open,1000
49,21,363,620,0,open,1000
49,22,531,672,0,open,1000
49,23,606,474,0,open,1000
49,24,550,587,0,open,1000
49,25,666,417,0,open,1000
49,26,572,461,0,open,1000
49,27,669,520,0,open,1000
49,28,573,428,0,open,1000
49,29,505,596,0,open,1000
49,30,353,586,0,open,1000
49,31,515,379,0,open,1000
49,32,579,393,0,open,1000
49,33,422,535,0,open,1000
49,34,638,531,0,open,1000
49,35,637,546,0,open,1000
49,36,562,509,0,open,1000
49,37,569,575,0,open,1000
49,38,598,572,0,open,1000
49,39,404,523,0,open,1000
50,0,166,153,0,open,1000
50,1,252,240,0,open,1000
50,2,156,92,0,open,1000
50,3,172,316,0,open,1000
50,4,143,120,0,open,1000
50,5,280,241,0,open,1000
50,6,363,151,0,open,1000
50,7,158,225,0,open,1000
50,8,388,259,0,open,1000
50,9,119,202,0,open,1000
50,10,166,281,0,open,1000
50,11,201,149,0,open,1000
50,12,100,291,0,open,1000
50,13,283,220,0,open,1000
50,14,277,286,0,open,1000
50,15,114,252,0,open,1000
50,16,204,199,0,open,1000
50,17,204,293,0,open,1000
50,18,95,287,0,open,1000
50,19,45,183,0,open,1000
50,20,536,563,0,open,1000
50,21,361,621,0,open,1000
50,22,530,671,0,open,1000
50,23,608,474,0,open,1000
50,24,549,589,0,open,1000
50,25,668,416,0,open,1000
50,26,574,461,0,open,1000
50,27,671,520,0,open,1000
50,28,575,428,0,open,1000
50,29,503,597,0,open,1000
50,30,351,587,0,open,1000
50,31,516,377,0,open,1000
50,32,581,392,0,open,1000
50,33,421,537,0,open,1000
50,34,636,531,0,open,1000
50,35,635,546,0,open,1000
50,36,563,511,0,open,1000
50,37,568,576,0,open,1000
50,38,599,574,0,open,1000
50,39,402,524,0,open,1000
51,0,167,151,0,open,1000
51,1,251,242,0,open,1000
51,2,154,92,0,open,1000
51,3,173,318,0,open,1000
51,4,143,118,0,open,1000
51,5,280,243,0,open,1000
51,6,365,150,0,open,1000
51,7,157,226,0,open,1000
51,8,390,259,0,open,1000
51,9,118,200,0,open,1000
51,10,166,283,0,open,1000
51,11,203,150,0,open,1000
51,12,100,293,0,open,1000
51,13,284,222,0,open,1000
51,14,278,287,0,open,1000
51,15,113,253,0,open,1000
51,16,203,201,0,open,1000
51,17,202,295,0,open,1000
51,18,93,287,0,open,1000
51,19,45,185,0,open,1000
51,20,538,564,0,open,1000
51,21,359,622,0,open,1000
51,22,529,670,0,open,1000
51,23,610,473,0,open,1000
51,24,549,591,0,open,1000
51,25,670,416,0,open,1000
51,26,576,461,0,open,1000
51,27,673,520,0,open,1000
51,28,577,428,0,open,1000
51,29,501,598,0,open,1000
51,30,349,588,0,open,1000
51,31,518,376,0,open,1000
51,32,583,392,0,open,1000
51,33,421,538,0,open,1000
51,34,634,531,0,open,1000
51,35,633,546,0,open,1000
51,36,564,513,0,open,1000
51,37,567,578,0,open,1000
51,38,599,576,0,open,1000
51,39,401,526,0,open,1000
52,0,168,149,0,open,1000
52,1,251,244,0,open,1000
52,2,153,91,0,open,1000
52,3,174,319,0,open,1000
52,4,142,116,0,open,1000
52,5,279,244,0,open,1000
52,6,367,150,0,open,1000
52,7,155,228,0,open,1000
52,8,392,258,0,open,1000
52,9,116,199,0,open,1000
52,10,167,285,0,open,1000
52,11,205,150,0,open,1000
52,12,101,295,0,open,1000
52,13,284,224,0,open,1000
52,14,280,288,0,open,1000
52,15,111,255,0,open,1000
52,16,202,203,0,open,1000
52,17,201,296,0,open,1000
52,18,91,287,0,open,1000
52,19,44,187,0,open,1000
52,20,539,566,0,open,1000
52,21,358,623,0,open,1000
52,22,527,668,0,open,1000
52,23,611,473,0,open,1000
52,24,548,593,0,open,1000
52,25,672,415,0,open,1000
52,26,578,461,0,open,1000
52,27,675,520,0,open,1000
52,28,579,428,0,open,1000
52,29,499,598,0,open,1000
52,30,347,589,0,open,1000
52,31,519,375,0,open,1000
52,32,585,391,0,open,1000
52,33,420,540,0,open,1000
52,34,632,531,0,open,1000
52,35,631,546,0,open,1000
52,36,565,515,0,open,1000
52,37,566,580,0,open,1000
52,38,600,578,0,open,1000
52,39,400,527,0,open,1000
53,0,169,147,0,open,1000
53,1,251,246,0,open,1000
53,2,151,90,0,open,1000
53,3,175,321,0,open,1000
53,4,142,115,0,open,1000
53,5,279,246,0,open,1000
53,6,369,149,0,open,1000
53,7,153,229,0,open,1000
53,8,394,258,0,open,1000
53,9,115,198,0,open,1000
53,10,167,287,0,open,1000
53,11,206,150,0,open,1000
53,12,101,296,0,open,1000
53,13,285,225,0,open,1000
53,14,282,288,0,open,1000
53,15,110,256,0,open,1000
53,16,201,205,0,open,1000
53,17,200,298,0,open,1000
53,18,89,287,0,open,1000
53,19,44,189,0,open,1000
53,20,541,567,0,open,1000
53,21,356,624,0,open,1000
53,22,526,667,0,open,1000
53,23,613,472,0,open,1000
53,24,547,595,0,open,1000
53,25,673,414,0,open,1000
53,26,580,462,0,open,1000
53,27,677,520,0,open,1000
53,28,581,428,0,open,1000
53,29,497,599,0,open,1000
53,30,345,589,0,open,1000
53,31,521,373,0,open,1000
53,32,587,391,0,open,1000
53,33,419,542,0,open,1000
53,34,630,531,0,open,1000
53,35,629,546,0,open,1000
53,36,566,517,0,open,1000
53,37,564,581,0,open,1000
53,38,601,580,0,open,1000
53,39,399,529,0,open,1000
54,0,170,145,0,open,1000
54,1,251,248,0,open,1000
54,2,149,89,0,open,1000
54,3,176,323,0,open,1000
54,4,141,113,0,open,1000
54,5,279,248,0,open,1000
54,6,371,149,0,open,1000
54,7,152,230,0,open,1000
54,8,396,257,0,open,1000
54,9,113,197,0,open,1000
54,10,168,289,0,open,1000
54,11,208,150,0,open,1000
54,12,102,298,0,open,1000
54,13,286,227,0,open,1000
54,14,284,288,0,open,1000
54,15,108,257,0,open,1000
54,16,200,207,0,open,1000
54,17,198,299,0,open,1000
54,18,87,287,0,open,1000
54,19,44,190,0,open,1000
54,20,543,568,0,open,1000
54,21,354,624,0,open,1000
54,22,524,665,0,open,1000
54,23,615,471,0,open,1000
54,24,547,597,0,open,1000
54,25,675,414,0,open,1000
54,26,582,462,0,open,1000
54,27,679,520,0,open,1000
54,28,583,428,0,open,1000
54,29,495,599,0,open,1000
54,30,343,590,0,open,1000
54,31,522,372,0,open,1000
54,32,589,390,0,open,1000
54,33,418,544,0,open,1000
54,34,628,532,0,open,1000
54,35,627,546,0,open,1000
54,36,567,519,0,open,1000
54,37,563,583,0,open,1000
54,38,601,582,0,open,1000
54,39,397,530,0,open,1000
55,0,171,143,0,open,1000
55,1,250,250,0,open,1000
55,2,147,88,0,open,1000
55,3,177,325,0,open,1000
55,4,141,111,0,open,1000
55,5,278,250,0,open,1000
55,6,373,149,0,open,1000
55,7,150,231,0,open,1000
55,8,398,257,0,open,1000
55,9,112,196,0,open,1000
55,10,168,291,0,open,1000
55,11,210,151,0,open,1000
55,12,103,300,0,open,1000
55,13,286,229,0,open,1000
55,14,286,289,0,open,1000
55,15,107,259,0,open,1000
55,16,199,208,0,open,1000
55,17,197,300,0,open,1000
55,18,85,286,0,open,1000
55,19,43,192,0,open,1000
55,20,544,569,0,open,1000
55,21,352,625,0,open,1000
55,22,523,664,0,open,1000
55,23,617,471,0,open,1000
55,24,546,598,0,open,1000
55,25,677,413,0,open,1000
55,26,584,462,0,open,1000
55,27,677,520,0,open,1000
55,28,585,428,0,open,1000
55,29,493,599,0,open,1000
55,30,341,591,0,open,1000
55,31,524,371,0,open,1000
55,32,591,390,0,open,1000
55,33,417,546,0,open,1000
55,34,626,532,0,open,1000
55,35,625,545,0,open,1000
55,36,568,520,0,open,1000
55,37,562,584,0,open,1000
55,38,602,584,0,open,1000
55,39,396,532,0,open,1000
56,0,172,142,0,open,1000
56,1,250,252,0,open,1000
56,2,146,87,0,open,1000
56,3,177,327,0,open,1000
56,4,140,109,0,open,1000
56,5,278,252,0,open,1000
56,6,375,148,0,open,1000
56,7,149,233,0,open,1000
56,8,400,256,0,open,1000
56,9,110,194,0,open,1000
56,10,168,293,0,open,1000
56,11,212,151,0,open,1000
56,12,103,302,0,open,1000
56,13,287,231,0,open,1000
56,14,288,289,0,open,1000
56,15,105,260,0,open,1000
56,16,199,210,0,open,1000
56,17,195,302,0,open,1000
56,18,83,286,0,open,1000
56,19,43,194,0,open,1000
56,20,546,571,0,open,1000
56,21,350,626,0,open,1000
56,22,521,663,0,open,1000
56,23,619,470,0,open,1000
56,24,545,600,0,open,1000
56,25,679,412,0,open,1000
56,26,586,463,0,open,1000
56,27,675,519,0,open,1000
56,28,587,427,0,open,1000
56,29,491,600,0,open,1000
56,30,340,591,0,open,1000
56,31,525,369,0,open,1000
56,32,592,389,0,open,1000
56,33,416,547,0,open,1000
56,34,624,532,0,open,1000
56,35,623,545,0,open,1000
56,36,568,522,0,open,1000
56,37,560,585,0,open,1000
56,38,603,585,0,open,1000
56,39,395,534,0,open,1000
57,0,172,140,0,open,1000
57,1,249,254,0,open,1000
57,2,144,86,0,open,1000
57,3,178,328,0,open,1000
57,4,140,107,0,open,1000
57,5,278,254,0,open,1000
57,6,377,148,0,open,1000
57,7,147,234,0,open,1000
57,8,401,255,0,open,1000
57,9,108,193,0,open,1000
57,10,169,294,0,open,1000
57,11,214,152,0,open,1000
57,12,104,304,0,open,1000
57,13,287,233,0,open,1000
57,14,290,289,0,open,1000
57,15,104,261,0,open,1000
57,16,198,212,0,open,1000
57,17,194,303,0,open,1000
57,18,81,285,0,open,1000
57,19,43,196,0,open,1000
57,20,547,572,0,open,1000
57,21,348,626,0,open,1000
57,22,520,661,0,open,1000
57,23,621,469,0,open,1000
57,24,545,602,0,open,1000
57,25,677,413,0,open,1000
57,26,588,463,0,open,1000
57,27,673,519,0,open,1000
57,28,589,427,0,open,1000
57,29,489,600,0,open,1000
57,30,338,592,0,open,1000
57,31,527,368,0,open,1000
57,32,594,389,0,open,1000
57,33,415,549,0,open,1000
57,34,622,532,0,open,1000
57,35,621,545,0,open,1000
57,36,569,524,0,open,1000
57,37,558,586,0,open,1000
57,38,604,587,0,open,1000
57,39,394,535,0,open,1000
58,0,173,138,0,open,1000
58,1,249,256,0,open,1000
58,2,142,85,0,open,1000
58,3,179,330,0,open,1000
58,4,139,105,0,open,1000
58,5,277,256,0,open,1000
58,6,379,147,0,open,1000
58,7,146,236,0,open,1000
58,8,403,255,0,open,1000
58,9,107,192,0,open,1000
58,10,169,296,0,open,1000
58,11,216,152,0,open,1000
58,12,105,306,0,open,1000
58,13,288,235,0,open,1000
58,14,292,290,0,open,1000
58,15,102,262,0,open,1000
58,16,197,214,0,open,1000
58,17,193,305,0,open,1000
58,18,79,284,0,open,1000
58,19,42,198,0,open,1000
58,20,549,573,0,open,1000
58,21,346,627,0,open,1000
58,22,519,660,0,open,1000
58,23,623,469,0,open,1000
58,24,544,604,0,open,1000
58,25,675,414,0,open,1000
58,26,590,463,0,open,1000
58,27,671,518,0,open,1000
58,28,591,427,0,open,1000
58,29,487,601,0,open,1000
58,30,336,593,0,open,1000
58,31,528,367,0,open,1000
58,32,596,389,0,open,1000
58,33,414,551,0,open,1000
58,34,620,533,0,open,1000
58,35,619,545,0,open,1000
58,36,570,526,0,open,1000
58,37,557,588,0,open,1000
58,38,605,589,0,open,1000
58,39,393,537,0,open,1000
59,0,174,136,0,open,1000
59,1,248,257,0,open,1000
59,2,140,85,0,open,1000
59,3,179,332,0,open,1000
59,4,139,103,0,open,1000
59,5,277,258,0,open,1000
59,6,381,147,0,open,1000
59,7,145,237,0,open,1000
59,8,405,254,0,open,1000
59,9,105,191,0,open,1000
59,10,169,298,0,open,1000
59,11,218,153,0,open,1000
59,12,105,308,0,open,1000
59,13,288,237,0,open,1000
59,14,294,290,0,open,1000
59,15,101,264,0,open,1000
59,16,196,216,0,open,1000
59,17,191,306,0,open,1000
59,18,77,283,0,open,1000
59,19,42,200,0,open,1000
59,20,551,574,0,open,1000
59,21,344,628,0,open,1000
59,22,517,658,0,open,1000
59,23,625,468,0,open,1000
59,24,544,606,0,open,1000
59,25,674,415,0,open,1000
59,26,592,464,0,open,1000
59,27,669,518,0,open,1000
59,28,593,427,0,open,1000
59,29,485,601,0,open,1000
59,30,334,593,0,open,1000
59,31,530,365,0,open,1000
59,32,598,388,0,open,1000
59,33,413,552,0,open,1000
59,34,618,533,0,open,1000
59,35,617,544,0,open,1000
59,36,571,528,0,open,1000
59,37,555,589,0,open,1000
59,38,606,591,0,open,1000
59,39,392,539,0,open,1000
60,0,176,135,0,open,1000
60,1,247,259,0,open,1000
60,2,138,84,0,open,1000
60,3,180,334,0,open,1000
60,4,139,101,0,open,1000
60,5,277,260,0,open,1000
60,6,383,146,0,open,1000
60,7,144,239,0,open,1000
60,8,407,253,0,open,1000
60,9,104,189,0,open,1000
60,10,170,300,0,open,1000
60,11,220,154,0,open,1000
60,12,106,309,0,open,1000
60,13,288,239,0,open,1000
60,14,296,290,0,open,1000
60,15,99,265,0,open,1000
60,16,195,217,0,open,1000
60,17,190,308,0,open,1000
60,18,75,283,0,open,1000
60,19,41,202,0,open,1000
60,20,552,575,0,open,1000
60,21,343,629,0,open,1000
60,22,516,657,0,open,1000
60,23,627,467,0,open,1000
60,24,544,608,0,open,1000
60,25,672,417,0,open,1000
60,26,594,464,0,open,1000
60,27,667,518,0,open,1000
60,28,595,427,0,open,1000
60,29,483,601,0,open,1000
60,30,332,594,0,open,1000
60,31,532,364,0,open,1000
60,32,600,387,0,open,1000
60,33,411,554,0,open,1000
60,34,616,533,0,open,1000
60,35,615,544,0,open,1000
60,36,572,529,0,open,1000
60,37,554,590,0,open,1000
60,38,607,593,0,open,1000
60,39,391,540,0,open,1000
61,0,176,133,0,open,1000
61,1,246,261,0,open,1000
61,2,136,83,0,open,1000
61,3,181,336,0,open,1000
61,4,139,99,0,open,1000
61,5,276,262,0,open,1000
61,6,385,145,0,open,1000
61,7,143,241,0,open,1000
61,8,409,253,0,open,1000
61,9,102,188,0,open,1000
61,10,170,302,0,open,1000
61,11,222,154,0,open,1000
61,12,107,311,0,open,1000
61,13,288,241,0,open,1000
61,14,298,291,0,open,1000
61,15,97,266,0,open,1000
61,16,194,219,0,open,1000
61,17,189,309,0,open,1000
61,18,74,282,0,open,1000
61,19,41,204,0,open,1000
61,20,554,576,0,open,1000
61,21,341,629,0,open,1000
61,22,515,655,0,open,1000
61,23,628,467,0,open,1000
61,24,544,610,0,open,1000
61,25,671,418,0,open,1000
61,26,596,465,0,open,1000
61,27,665,517,0,open,1000
61,28,597,427,0,open,1000
61,29,481,602,0,open,1000
61,30,330,595,0,open,1000
61,31,533,363,0,open,1000
61,32,602,387,0,open,1000
61,33,410,555,0,open,1000
61,34,614,533,0,open,1000
61,35,613,544,0,open,1000
61,36,572,531,0,open,1000
61,37,552,591,0,open,1000
61,38,608,594,0,open,1000
61,39,390,542,0,open,1000
62,0,177,131,0,open,1000
62,1,245,263,0,open,1000
62,2,134,83,0,open,1000
62,3,182,338,0,open,1000
62,4,139,97,0,open,1000
62,5,276,264,0,open,1000
62,6,386,145,0,open,1000
62,7,142,242,0,open,1000
62,8,411,252,0,open,1000
62,9,101,187,0,open,1000
62,10,171,304,0,open,1000
62,11,224,155,0,open,1000
62,12,108,313,0,open,1000
62,13,288,243,0,open,1000
62,14,300,291,0,open,1000
62,15,96,267,0,open,1000
62,16,192,221,0,open,1000
62,17,187,311,0,open,1000
62,18,72,281,0,open,1000
62,19,40,206,0,open,1000
62,20,556,577,0,open,1000
62,21,339,630,0,open,1000
62,22,513,654,0,open,1000
62,23,630,466,0,open,1000
62,24,544,612,0,open,1000
62,25,669,419,0,open,1000
62,26,598,465,0,open,1000
62,27,663,517,0,open,1000
62,28,599,427,0,open,1000
62,29,480,602,0,open,1000
62,30,328,595,0,open,1000
62,31,535,363,0,open,1000
62,32,604,386,0,open,1000
62,33,409,557,0,open,1000
62,34,612,534,0,open,1000
62,35,611,543,0,open,1000
62,36,572,533,0,open,1000
62,37,551,593,0,open,1000
62,38,608,596,0,open,1000
62,39,388,544,0,open,1000
63,0,178,129,0,open,1000
63,1,244,265,0,open,1000
63,2,132,82,0,open,1000
63,3,182,340,0,open,1000
63,4,140,95,0,open,1000
63,5,275,266,0,open,1000
63,6,388,145,0,open,1000
63,7,141,244,0,open,1000
63,8,413,251,0,open,1000
63,9,99,186,0,open,1000
63,10,171,306,0,open,1000
63,11,226,155,0,open,1000
63,12,109,315,0,open,1000
63,13,289,245,0,open,1000
63,14,302,293,0,open,1000
63,15,94,268,0,open,1000
63,16,192,222,0,open,1000
63,17,186,312,0,open,1000
63,18,70,280,0,open,1000
63,19,39,208,0,open,1000
63,20,557,578,0,open,1000
63,21,337,631,0,open,1000
63,22,512,652,0,open,1000
63,23,632,465,0,open,1000
63,24,544,614,0,open,1000
63,25,668,420,0,open,1000
63,26,600,466,0,open,1000
63,27,661,517,0,open,1000
63,28,601,426,0,open,1000
63,29,478,603,0,open,1000
63,30,326,596,0,open,1000
63,31,537,362,0,open,1000
63,32,606,385,0,open,1000
63,33,408,559,0,open,1000
63,34,610,534,0,open,1000
63,35,609,543,0,open,1000
63,36,573,535,0,open,1000
63,37,549,594,0,open,1000
63,38,609,598,0,open,1000
63,39,387,545,0,open,1000
64,0,179,128,0,open,1000
64,1,244,267,0,open,1000
64,2,130,82,0,open,1000
64,3,183,341,0,open,1000
64,4,140,93,0,open,1000
64,5,275,268,0,open,1000
64,6,390,144,0,open,1000
64,7,140,246,0,open,1000
64,8,414,250,0,open,1000
64,9,98,184,0,open,1000
64,10,172,308,0,open,1000
64,11,228,156,0,open,1000
64,12,110,316,0,open,1000
64,13,289,247,0,open,1000
64,14,303,294,0,open,1000
64,15,92,269,0,open,1000
64,16,191,224,0,open,1000
64,17,184,314,0,open,1000
64,18,68,279,0,open,1000
64,19,38,210,0,open,1000
64,20,559,579,0,open,1000
64,21,335,632,0,open,1000
64,22,511,651,0,open,1000
64,23,634,464,0,open,1000
64,24,544,616,0,open,1000
64,25,667,422,0,open,1000
64,26,602,466,0,open,1000
64,27,659,517,0,open,1000
64,28,603,426,0,open,1000
64,29,476,603,0,open,1000
64,30,325,597,0,open,1000
64,31,539,362,0,open,1000
64,32,607,384,0,open,1000
64,33,407,560,0,open,1000
64,34,608,534,0,open,1000
64,35,607,543,0,open,1000
64,36,573,537,0,open,1000
64,37,548,596,0,open,1000
64,38,611,599,0,open,1000
64,39,386,547,0,open,1000
65,0,180,126,0,open,1000
65,1,243,269,0,open,1000
65,2,129,81,0,open,1000
65,3,184,343,0,open,1000
65,4,140,91,0,open,1000
65,5,275,270,0,open,1000
65,6,392,144,0,open,1000
65,7,139,248,0,open,1000
65,8,416,250,0,open,1000
65,9,96,183,0,open,1000
65,10,172,310,0,open,1000
65,11,229,157,0,open,1000
65,12,112,318,0,open,1000
65,13,289,249,0,open,1000
65,14,305,295,0,open,1000
65,15,90,270,0,open,1000
65,16,190,226,0,open,1000
65,17,183,315,0,open,1000
65,18,66,278,0,open,1000
65,19,37,212,0,open,1000
65,20,561,580,0,open,1000
65,21,334,633,0,open,1000
65,22,509,650,0,open,1000
65,23,636,464,0,open,1000
65,24,544,618,0,open,1000
65,25,665,424,0,open,1000
65,26,604,467,0,open,1000
65,27,657,517,0,open,1000
65,28,605,426,0,open,1000
65,29,474,604,0,open,1000
65,30,323,598,0,open,1000
65,31,541,361,0,open,1000
65,32,609,383,0,open,1000
65,33,406,562,0,open,1000
65,34,606,534,0,open,1000
65,35,605,542,0,open,1000
65,36,573,539,0,open,1000
65,37,547,597,0,open,1000
65,38,612,601,0,open,1000
65,39,385,548,0,open,1000
66,0,181,124,0,open,1000
66,1,243,270,0,open,1000
66,2,127,81,0,open,1000
66,3,185,345,0,open,1000
66,4,141,89,0,open,1000
66,5,275,272,0,open,1000
66,6,394,144,0,open,1000
66,7,138,249,0,open,1000
66,8,418,249,0,open,1000
66,9,94,182,0,open,1000
66,10,173,312,0,open,1000
66,11,231,157,0,open,1000
66,12,113,320,0,open,1000
66,13,289,251,0,open,1000
66,14,307,296,0,open,1000
66,15,88,270,0,open,1000
66,16,189,228,0,open,1000
66,17,182,317,0,open,1000
66,18,65,277,0,open,1000
66,19,37,213,0,open,1000
66,20,562,582,0,open,1000
66,21,332,634,0,open,1000
66,22,507,648,0,open,1000
66,23,638,463,0,open,1000
66,24,544,620,0,open,1000
66,25,664,425,0,open,1000
66,26,605,468,0,open,1000
66,27,655,517,0,open,1000
66,28,607,425,0,open,1000
66,29,472,604,0,open,1000
66,30,321,599,0,open,1000
66,31,543,361,0,open,1000
66,32,611,382,0,open,1000
66,33,405,564,0,open,1000
66,34,605,534,0,open,1000
66,35,603,542,0,open,1000
66,36,573,541,0,open,1000
66,37,545,598,0,open,1000
66,38,613,603,0,open,1000
66,39,383,550,0,open,1000
67,0,182,122,0,open,1000
67,1,242,272,0,open,1000
67,2,125,81,0,open,1000
67,3,185,347,0,open,1000
67,4,141,87,0,open,1000
67,5,275,274,0,open,1000
67,6,396,143,0,open,1000
67,7,136,251,0,open,1000
67,8,420,249,0,open,1000
67,9,93,181,0,open,1000
67,10,173,314,0,open,1000
67,11,233,158,0,open,1000
67,12,114,321,0,open,1000
67,13,289,253,0,open,1000
67,14,308,297,0,open,1000
67,15,87,271,0,open,1000
67,16,188,229,0,open,1000
67,17,181,319,0,open,1000
67,18,63,276,0,open,1000
67,19,36,215,0,open,1000
67,20,564,583,0,open,1000
67,21,330,634,0,open,1000
67,22,506,647,0,open,1000
67,23,640,462,0,open,1000
67,24,544,622,0,open,1000
67,25,663,427,0,open,1000
67,26,607,469,0,open,1000
67,27,653,517,0,open,1000
67,28,609,425,0,open,1000
67,29,470,605,0,open,1000
67,30,319,600,0,open,1000
67,31,545,360,0,open,1000
67,32,613,382,0,open,1000
67,33,404,566,0,open,1000
67,34,603,534,0,open,1000
67,35,601,542,0,open,1000
67,36,573,543,0,open,1000
67,37,544,600,0,open,1000
67,38,614,604,0,open,1000
67,39,382,551,0,open,1000
68,0,183,121,0,open,1000
68,1,242,274,0,open,1000
68,2,123,81,0,open,1000
68,3,186,349,0,open,1000
68,4,141,85,0,open,1000
68,5,275,276,0,open,1000
68,6,398,143,0,open,1000
68,7,135,252,0,open,1000
68,8,422,248,0,open,1000
68,9,91,180,0,open,1000
68,10,174,316,0,open,1000
68,11,235,159,0,open,1000
68,12,115,323,0,open,1000
68,13,289,255,0,open,1000
68,14,310,298,0,open,1000
68,15,85,272,0,open,1000
68,16,187,231,0,open,1000
68,17,180,320,0,open,1000
68,18,61,276,0,open,1000
68,19,36,217,0,open,1000
68,20,566,584,0,open,1000
68,21,328,635,0,open,1000
68,22,504,646,0,open,1000
68,23,641,462,0,open,1000
68,24,544,624,0,open,1000
68,25,661,428,0,open,1000
68,26,609,469,0,open,1000
68,27,651,516,0,open,1000
68,28,611,425,0,open,1000
68,29,468,605,0,open,1000
68,30,318,601,0,open,1000
68,31,547,360,0,open,1000
68,32,615,381,0,open,1000
68,33,403,567,0,open,1000
68,34,601,535,0,open,1000
68,35,599,541,0,open,1000
68,36,573,545,0,open,1000
68,37,542,601,0,open,1000
68,38,615,606,0,open,1000
68,39,380,552,0,open,1000
69,0,184,119,0,open,1000
69,1,242,276,0,open,1000
69,2,121,81,0,open,1000
69,3,187,351,0,open,1000
69,4,141,83,0,open,1000
69,5,275,278,0,open,1000
69,6,400,143,0,open,1000
69,7,134,254,0,open,1000
69,8,424,248,0,open,1000
69,9,90,178,0,open,1000
69,10,175,318,0,open,1000
69,11,237,160,0,open,1000
69,12,116,325,0,open,1000
69,13,290,257,0,open,1000
69,14,312,299,0,open,1000
69,15,83,273,0,open,1000
69,16,186,233,0,open,1000
69,17,178,321,0,open,1000
69,18,59,275,0,open,1000
69,19,35,219,0,open,1000
69,20,568,585,0,open,1000
69,21,326,636,0,open,1000
69,22,502,645,0,open,1000
69,23,643,461,0,open,1000
69,24,544,626,0,open,1000
69,25,660,429,0,open,1000
69,26,611,469,0,open,1000
69,27,649,516,0,open,1000
69,28,613,425,0,open,1000
69,29,466,606,0,open,1000
69,30,316,602,0,open,1000
69,31,549,360,0,open,1000
69,32,617,380,0,open,1000
69,33,402,569,0,open,1000
69,34,599,535,0,open,1000
69,35,597,541,0,open,1000
69,36,573,547,0,open,1000
69,37,541,603,0,open,1000
69,38,616,608,0,open,1000
69,39,379,553,0,open,1000
70,0,185,117,0,open,1000
70,1,241,278,0,open,1000
70,2,119,81,0,open,1000
70,3,188,352,0,open,1000
70,4,142,81,0,open,1000
70,5,276,280,0,open,1000
70,6,402,142,0,open,1000
70,7,133,256,0,open,1000
70,8,426,247,0,open,1000
70,9,88,177,0,open,1000
70,10,176,319,0,open,1000
70,11,239,160,0,open,1000
70,12,116,327,0,open,1000
70,13,290,259,0,open,1000
70,14,313,300,0,open,1000
70,15,81,274,0,open,1000
70,16,185,235,0,open,1000
70,17,177,323,0,open,1000
70,18,57,274,0,open,1000
70,19,34,221,0,open,1000
70,20,569,586,0,open,1000
70,21,324,637,0,open,1000
70,22,501,644,0,open,1000
70,23,645,460,0,open,1000
70,24,545,628,0,open,1000
70,25,658,430,0,open,1000
70,26,613,470,0,open,1000
70,27,647,516,0,open,1000
70,28,615,425,0,open,1000
70,29,464,606,0,open,1000
70,30,314,603,0,open,1000
70,31,551,360,0,open,1000
70,32,618,379,0,open,1000
70,33,401,571,0,open,1000
70,34,597,535,0,open,1000
70,35,595,541,0,open,1000
70,36,573,549,0,open,1000
70,37,540,605,0,open,1000
70,38,617,610,0,open,1000
70,39,377,555,0,open,1000
71,0,186,116,0,open,1000
71,1,241,280,0,open,1000
71,2,117,82,0,open,1000
71,3,190,354,0,open,1000
71,4,142,79,0,open,1000
71,5,276,282,0,open,1000
71,6,404,142,0,open,1000
71,7,132,258,0,open,1000
71,8,428,247,0,open,1000
71,9,87,176,0,open,1000
71,10,176,321,0,open,1000
71,11,241,161,0,open,1000
71,12,117,329,0,open,1000
71,13,290,261,0,open,1000
71,14,315,302,0,open,1000
71,15,80,275,0,open,1000
71,16,184,236,0,open,1000
71,17,175,324,0,open,1000
71,18,56,273,0,open,1000
71,19,34,223,0,open,1000
71,20,571,587,0,open,1000
71,21,322,637,0,open,1000
71,22,499,643,0,open,1000
71,23,647,459,0,open,1000
71,24,545,630,0,open,1000
71,25,656,431,0,open,1000
71,26,615,470,0,open,1000
71,27,645,516,0,open,1000
71,28,617,425,0,open,1000
71,29,462,607,0,open,1000
71,30,312,604,0,open,1000
71,31,553,360,0,open,1000
71,32,620,378,0,open,1000
71,33,400,573,0,open,1000
71,34,595,535,0,open,1000
71,35,593,541,0,open,1000
71,36,573,551,0,open,1000
71,37,539,606,0,open,1000
71,38,618,611,0,open,1000
71,39,376,556,0,open,1000
72,0,188,114,0,open,1000
72,1,240,282,0,open,1000
72,2,115,82,0,open,1000
72,3,191,355,0,open,1000
72,4,142,77,0,open,1000
